Type,Localisation,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Current_state,Age
Maisons,Hay Hassani ,7000000.0,Casablanca,510.0,14.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1750000.0,Casablanca,156.0,5.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Villas,Ain Diab Extension ,14500000.0,Casablanca,1288.0,5.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Belvédère ,1800000.0,Casablanca,144.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Racine ,4500000.0,Casablanca,294.0,6.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1150000.0,Casablanca,120.0,3.0,2.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,2350000.0,Casablanca,137.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Belvédère ,2100000.0,Casablanca,210.0,2.0,3.0,2.0,7.0,Non Specifique,Non Specifique
Appartements,Derb Abdellah ,1350000.0,Casablanca,99.0,6.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Anassi ,700000.0,Casablanca,78.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Californie ,13000000.0,Casablanca,1300.0,7.0,7.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,906500.0,Casablanca,49.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,2900000.0,Casablanca,191.0,5.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,44000000.0,Casablanca,2390.0,17.0,10.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Racine Extension ,1995968.0,Casablanca,189.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,1225000.0,Casablanca,49.0,2.0,1.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1767000.0,Casablanca,114.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Hermitage ,1221690.0,Casablanca,57.0,2.0,1.0,2.0,1.0,Non Specifique,Non Specifique
Villas,Californie ,40000000.0,Casablanca,2700.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3300000.0,Casablanca,229.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,2090000.0,Casablanca,112.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Les princesses ,2950000.0,Casablanca,160.0,4.0,3.0,1.0,5.0,Non Specifique,Non Specifique
Villas,Ain Diab ,6400000.0,Casablanca,432.0,5.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Roches Noires ,750000.0,Casablanca,85.0,3.0,2.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,2000000.0,Casablanca,172.0,6.0,4.0,2.0,6.0,Non Specifique,Non Specifique
Appartements,Ain Chock ,3100000.0,Casablanca,201.0,8.0,3.0,3.0,1.0,Non Specifique,Non Specifique
Villas,Ain Diab ,6400000.0,Casablanca,450.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,4100000.0,Casablanca,175.0,3.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,14500000.0,Casablanca,1016.0,4.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Centre Ville ,4100000.0,Casablanca,434.0,6.0,6.0,3.0,10.0,Non Specifique,Non Specifique
Appartements,Gauthier ,4900000.0,Casablanca,320.0,5.0,5.0,3.0,5.0,Non Specifique,Non Specifique
Villas,Californie ,7400000.0,Casablanca,483.0,5.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,4800000.0,Casablanca,257.0,5.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,9500000.0,Casablanca,735.0,10.0,5.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,4400000.0,Casablanca,195.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Villas,Ain Diab ,16500000.0,Casablanca,520.0,3.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3400000.0,Casablanca,205.0,5.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,4350000.0,Casablanca,295.0,4.0,4.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,3700000.0,Casablanca,192.0,3.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Villas,Anfa ,26000000.0,Casablanca,1455.0,3.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,16000000.0,Casablanca,872.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,8500000.0,Casablanca,926.0,5.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,16000000.0,Casablanca,1640.0,5.0,5.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,7250000.0,Casablanca,486.0,4.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,11500000.0,Casablanca,1422.0,9.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,25000000.0,Casablanca,781.0,9.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,18000000.0,Casablanca,815.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Anassi ,540000.0,Casablanca,64.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1276500.0,Casablanca,111.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Villas,Californie ,10500000.0,Casablanca,1124.0,5.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,2550000.0,Casablanca,172.0,3.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1600000.0,Casablanca,99.0,2.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,5100000.0,Casablanca,265.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,2000000.0,Casablanca,184.0,3.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Racine ,2850000.0,Casablanca,160.0,5.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Gauthier ,16500000.0,Casablanca,1200.0,3.0,5.0,4.0,6.0,Non Specifique,Non Specifique
Appartements,Mers Sultan ,2500000.0,Casablanca,194.0,5.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Moulay Youssef ,2200000.0,Casablanca,104.0,6.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Villas,Aïn Sebaâ ,60000000.0,Casablanca,640.0,10.0,18.0,10.0,0.0,Non Specifique,Non Specifique
Maisons,Sidi Maarouf ,4900000.0,Casablanca,250.0,4.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Gauthier ,4800000.0,Casablanca,152.0,6.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,6800000.0,Casablanca,395.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,6100000.0,Casablanca,370.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,8500000.0,Casablanca,479.0,8.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3850000.0,Casablanca,167.0,7.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Villas,Ain Diab ,7800000.0,Casablanca,350.0,8.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,7200000.0,Casablanca,340.0,8.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,8000000.0,Casablanca,450.0,10.0,5.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,570000.0,Casablanca,61.0,3.0,2.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,La Gironde ,808500.0,Casablanca,77.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,4200000.0,Casablanca,166.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,3980000.0,Casablanca,268.0,7.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Est ,2750000.0,Casablanca,216.0,4.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,1800000.0,Casablanca,134.0,6.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,2390000.0,Casablanca,181.0,4.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Hermitage ,1701080.0,Casablanca,83.0,2.0,1.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,655500.0,Casablanca,57.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Oulfa ,1052000.0,Casablanca,84.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,2160000.0,Casablanca,130.0,3.0,2.0,3.0,3.0,Non Specifique,Non Specifique
Appartements,Hay Moulay Rachid 1 ,1995968.0,Casablanca,86.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,1979500.0,Casablanca,107.0,3.0,2.0,0.0,1.0,Non Specifique,Non Specifique
Appartements,Californie ,1445000.0,Casablanca,107.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,2600000.0,Casablanca,130.0,4.0,3.0,3.0,3.0,Non Specifique,Non Specifique
Appartements,Racine ,2600000.0,Casablanca,140.0,5.0,3.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1995968.0,Casablanca,235.0,5.0,4.0,3.0,1.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,7100000.0,Casablanca,310.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,16500000.0,Casablanca,1260.0,10.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Laymoune ,6000000.0,Casablanca,401.0,8.0,6.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,3600000.0,Casablanca,174.0,0.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,5500000.0,Casablanca,275.0,0.0,3.0,3.0,9.0,Non Specifique,Non Specifique
Villas,Ain Diab ,8000000.0,Casablanca,470.0,0.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,3500000.0,Casablanca,198.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,9000000.0,Casablanca,919.0,4.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,1380000.0,Casablanca,100.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Gauthier ,5800000.0,Casablanca,562.0,10.0,5.0,5.0,6.0,Non Specifique,Non Specifique
Appartements,Palmier ,4200000.0,Casablanca,279.0,4.0,3.0,3.0,6.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,7000000.0,Casablanca,380.0,10.0,5.0,7.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,9500000.0,Casablanca,440.0,7.0,6.0,6.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,8700000.0,Casablanca,570.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,34000000.0,Casablanca,1300.0,7.0,6.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,12808345.0,Casablanca,2300.0,10.0,6.0,6.0,0.0,Non Specifique,Non Specifique
Maisons,Sidi Maarouf ,3500000.0,Casablanca,120.0,4.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Hay Alamal ,1995968.0,Casablanca,52.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,10000.0,Casablanca,200.0,4.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Maisons,Hay Hassani ,1500000.0,Casablanca,85.0,6.0,6.0,3.0,0.0,Non Specifique,Non Specifique
Maisons,Sidi Maarouf ,4600000.0,Casablanca,120.0,7.0,5.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,4500000.0,Casablanca,550.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,23750000.0,Casablanca,1250.0,0.0,5.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,9200000.0,Casablanca,490.0,5.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,9200000.0,Casablanca,490.0,6.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Racine Extension ,5000000.0,Casablanca,234.0,5.0,4.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,950000.0,Casablanca,50.0,2.0,1.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Belvédère ,1100000.0,Casablanca,111.0,3.0,2.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Beauséjour ,2200000.0,Casablanca,155.0,4.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,3600000.0,Casablanca,260.0,5.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,6800000.0,Casablanca,762.0,8.0,6.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Franceville ,2000000.0,Casablanca,140.0,3.0,2.0,1.0,5.0,Non Specifique,Non Specifique
Villas,Polo ,8000000.0,Casablanca,799.0,7.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,11000000.0,Casablanca,600.0,7.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,17000000.0,Casablanca,1700.0,8.0,7.0,0.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,22750000.0,Casablanca,1750.0,8.0,5.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,8000000.0,Casablanca,390.0,6.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,7950000.0,Casablanca,450.0,7.0,5.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,1820000.0,Casablanca,160.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,1600000.0,Casablanca,87.0,3.0,2.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,2600000.0,Casablanca,128.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,7500000.0,Casablanca,325.0,6.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,2800000.0,Casablanca,243.0,5.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,4700000.0,Casablanca,212.0,6.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,690000.0,Casablanca,62.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,4800000.0,Casablanca,399.0,5.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,1250000.0,Casablanca,93.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Centre Ville ,3268000.0,Casablanca,260.0,6.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1900000.0,Casablanca,116.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3300000.0,Casablanca,204.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3500000.0,Casablanca,155.0,6.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,1450000.0,Casablanca,55.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1400000.0,Casablanca,92.0,5.0,3.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1240000.0,Casablanca,103.0,5.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,4100000.0,Casablanca,237.0,6.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,12000000.0,Casablanca,390.0,7.0,4.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Borja ,3000000.0,Casablanca,220.0,9.0,5.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif ,900000.0,Casablanca,60.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Gauthier ,4200000.0,Casablanca,244.0,6.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1700000.0,Casablanca,159.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Maisons,Polo ,6500000.0,Casablanca,350.0,5.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Maisons,Hay Al Qods ,5000000.0,Casablanca,281.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,9000000.0,Casablanca,1010.0,9.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,CIL (Hay Salam) ,2300000.0,Casablanca,131.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Racine ,3980000.0,Casablanca,210.0,6.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,16000000.0,Casablanca,1100.0,8.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,7500000.0,Casablanca,370.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3360000.0,Casablanca,191.0,5.0,3.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Riviera ,1800000.0,Casablanca,120.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,2300000.0,Casablanca,140.0,5.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,15500000.0,Casablanca,1000.0,8.0,4.0,6.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,12000000.0,Casablanca,845.0,8.0,4.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,9500000.0,Casablanca,1053.0,6.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3300000.0,Casablanca,222.0,4.0,3.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Palmier ,3950000.0,Casablanca,217.0,5.0,3.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Racine Extension ,3200000.0,Casablanca,156.0,6.0,4.0,3.0,3.0,Non Specifique,Non Specifique
Appartements,Les princesses ,3200000.0,Casablanca,198.0,4.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,2400000.0,Casablanca,150.0,4.0,3.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Burger ,2650000.0,Casablanca,167.0,5.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Al Qods ,1995968.0,Casablanca,62.0,2.0,3.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Hay Arrahma ,490000.0,Casablanca,68.0,3.0,2.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Maârif ,2300000.0,Casablanca,116.0,3.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,4600000.0,Casablanca,250.0,4.0,6.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Sidi Moumen ,1995968.0,Casablanca,100.0,5.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1390000.0,Casablanca,105.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Palmier ,2000000.0,Casablanca,135.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Derb Ghalef ,1995968.0,Casablanca,116.0,4.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Californie ,1650000.0,Casablanca,140.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1550000.0,Casablanca,76.0,5.0,2.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Racine ,2400000.0,Casablanca,156.0,5.0,3.0,3.0,1.0,Non Specifique,Non Specifique
Appartements,Garage Allal ,890000.0,Casablanca,89.0,3.0,2.0,2.0,8.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,1470000.0,Casablanca,113.0,3.0,2.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,2900000.0,Casablanca,122.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Racine ,5100000.0,Casablanca,240.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,1995968.0,Casablanca,49.0,3.0,2.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,1250000.0,Casablanca,93.0,3.0,2.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1050000.0,Casablanca,60.0,2.0,1.0,1.0,7.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,8500000.0,Casablanca,600.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,12000000.0,Casablanca,700.0,4.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif ,1995968.0,Casablanca,400.0,5.0,5.0,6.0,3.0,Non Specifique,Non Specifique
Villas,Californie ,13000000.0,Casablanca,1000.0,7.0,5.0,6.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,19000000.0,Casablanca,1100.0,8.0,6.0,6.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,700000.0,Casablanca,40.0,1.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Hay Zobir ,1090000.0,Casablanca,95.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,2500000.0,Casablanca,200.0,5.0,4.0,3.0,4.0,Non Specifique,Non Specifique
Villas,Ain Diab ,33000000.0,Casablanca,1613.0,7.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,400000.0,Casablanca,50.0,1.0,3.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,2600000.0,Casablanca,153.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,2100000.0,Casablanca,130.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif ,1900000.0,Casablanca,127.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Ain Diab Extension ,8000000.0,Casablanca,320.0,6.0,4.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Al Qods ,300000.0,Casablanca,44.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Hermitage ,1600000.0,Casablanca,144.0,5.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Maârif ,2400000.0,Casablanca,138.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Sidi Othmane ,425000.0,Casablanca,61.0,4.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Californie ,1700000.0,Casablanca,121.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,1850000.0,Casablanca,126.0,0.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,1600000.0,Casablanca,96.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1800000.0,Casablanca,157.0,0.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Gauthier ,2100000.0,Casablanca,149.0,5.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Casablanca,2800000.0,Casablanca,161.0,0.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,2000000.0,Casablanca,4000.0,0.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,2450000.0,Casablanca,159.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1100000.0,Casablanca,96.0,4.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Casablanca,1800000.0,Casablanca,128.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Les princesses ,970000.0,Casablanca,54.0,2.0,1.0,1.0,7.0,Non Specifique,Non Specifique
Appartements,Racine ,2800000.0,Casablanca,214.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,600000.0,Casablanca,75.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1280000.0,Casablanca,114.0,4.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1500000.0,Casablanca,45.0,2.0,1.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1591000.0,Casablanca,86.0,0.0,1.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1933350.0,Casablanca,113.0,0.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1794500.0,Casablanca,107.0,0.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1900000.0,Casablanca,142.0,5.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Racine ,2800000.0,Casablanca,214.0,6.0,4.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Anfa ,2280000.0,Casablanca,127.0,5.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Anfa ,1995968.0,Casablanca,127.0,5.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Sidi Moumen ,370000.0,Casablanca,72.0,4.0,3.0,1.0,0.0,Non Specifique,Non Specifique
Villas,Oulfa ,3500000.0,Casablanca,251.0,4.0,11.0,4.0,0.0,Non Specifique,Non Specifique
Maisons,Hay Zobir ,3800000.0,Casablanca,85.0,10.0,3.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,28000000.0,Casablanca,1633.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,24000000.0,Casablanca,1465.0,9.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,8000000.0,Casablanca,535.0,7.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,13000000.0,Casablanca,1020.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,19000000.0,Casablanca,1065.0,8.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Oasis ,8500000.0,Casablanca,563.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,11700000.0,Casablanca,675.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,15000000.0,Casablanca,733.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,9500000.0,Casablanca,425.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,12000000.0,Casablanca,1200.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,10000000.0,Casablanca,855.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
