Type,Localisation,Title,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Current_state,Age
Villas,Sidi Maarouf ,Villa trés jolie à lina prés de casanaearshore,4600000.0,Casablanca,250.0,6.0,6.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,Appartement à vendre Faubourg d'anfa CFC 1 Ch,1450000.0,Casablanca,72.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,A vendre sur maarif ext appartement sur de 222 m2 à un prix sacrifié avec une terasse de 93 m2,1900000.0,Casablanca,222.0,5.0,4.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Apprt a vendre sur val fleuri 129m2,1900000.0,Casablanca,129.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Racine ,♥️Magnifique appartement sans vis a vis racine♥️,1870000.0,Casablanca,84.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,"Villa de 1900 m²,haut standing à vendre à Casablanca",45000000.0,Casablanca,1900.0,5.0,5.0,5.0,,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa de luxe en vente à Casablanca. Superficie 2100 m².,12808345.0,Casablanca,2100.0,3.0,5.0,4.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa d’exception de 1143m² à vendre – Californie,14500000.0,Casablanca,1143.0,5.0,4.0,5.0,,[],Non Specifique,Non Specifique
Villas,Hermitage ,Villa jumelée 200m2 moderne à l’Hermitage,4500000.0,Casablanca,200.0,6.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,** Appartement haut standing 156m2 à Racine,2750000.0,Casablanca,156.0,4.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement 3 chambres 146m² – Les princesses,2350000.0,Casablanca,146.0,4.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Villas,Polo ,Villa 803m2 à vendre – Hermitage,6400000.0,Casablanca,803.0,6.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement 91m2 avec terrasse à Gauthier,1540000.0,Casablanca,91.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement 100m2 avec terrasse – Princesses,1600000.0,Casablanca,100.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Appartement 3 chambres 130m2 à vendre à 2 Mars,1750000.0,Casablanca,130.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement 175m2 avec terrasse à Jnane Californie,2980000.0,Casablanca,175.0,5.0,3.0,3.0,4.0,[],Non Specifique,Non Specifique
Villas,Californie ,Magnifique Villa 1000m2 haut standing Californie,19000000.0,Casablanca,1000.0,5.0,4.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Magnifique appartement 140m2 aux Princesses,2400000.0,Casablanca,140.0,5.0,3.0,3.0,5.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement studio 51 m2 à vendre – Les princes,1090000.0,Casablanca,51.0,2.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Villas,Sidi Maarouf ,Villa 250m2 rénovée à Sidi Maarouf,4500000.0,Casablanca,250.0,5.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Appartement haut standing 125m2 à Val fleuri,1790000.0,Casablanca,125.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Location d'un Appartement à Bourgogne,2400000.0,Casablanca,141.0,3.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Bernoussi ,Appartement résidence CHABAB,600000.0,Casablanca,58.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement en vente à Ferme Bretonne Hay Arraha. Superficie 90 m²,1628000.0,Casablanca,90.0,,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Vend appartement à Ferme Bretonne Hay Arraha. Surface totale 85 m²,1526250.0,Casablanca,85.0,,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement à l'achat à Ferme Bretonne Hay Arraha. Surface totale 91 m²,1683500.0,Casablanca,91.0,,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ahl Loghlam (Hay Assalam) ,Vente d'un bel appartement à Ahl Loghlam (Hay Assalam). 2 chambres.,300000.0,Casablanca,51.0,2.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Superbe appartement à vendre à Oulfa. 2 chambres. Système de parabole et résidence sécurisée,470000.0,Casablanca,52.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement au RDC de 94m² en vente, Le Prestige Californie",1526560.0,Casablanca,94.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 93m² en vente, Le Prestige Californie",1572820.0,Casablanca,93.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Duplex de 370m² en vente , NEXT HOUSE CASA ANFA",7098000.0,Casablanca,370.0,5.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,❗️Unique Penthouse Dernier Etage Vue Mer ❗️,4050000.0,Casablanca,162.0,3.0,2.0,3.0,6.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Bel appartement à vendre à Gauthier. Surface de 198 m². Ascenseur et stationnement,3000000.0,Casablanca,198.0,4.0,3.0,3.0,6.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Des appartements neuf entre 40m² et 72m² a maarif,920000.0,Casablanca,46.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement de 99m² en vente Résidence Le Mirage,1822250.0,Casablanca,99.0,4.0,3.0,,3.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F3 de 90m² en vente, Ryad' Anfa",1900000.0,Casablanca,90.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Franceville ,Appartement H. S 5 chambres avec une belle terrasse,1950000.0,Casablanca,203.0,7.0,5.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Bel appartement sans vis à vis à vendre,2330000.0,Casablanca,180.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement au RDC de 98m² en vente, Le Prestige Californie",1635420.0,Casablanca,98.0,4.0,3.0,,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 99m² en vente, Le Prestige Californie",1585580.0,Casablanca,99.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 102m² en vente, Le Prestige Californie",1428000.0,Casablanca,102.0,4.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 102m² en vente, Le Prestige Californie",1656480.0,Casablanca,102.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 115m² en vente, Le Prestige Californie",1803200.0,Casablanca,115.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement au RDC de 80m² en vente, Le Prestige Californie",1344000.0,Casablanca,80.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 122m² en vente, Le Prestige Californie",1721660.0,Casablanca,122.0,4.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 115m² en vente, Le Prestige Californie",1854720.0,Casablanca,115.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement de 90m² en vente Les Jardins de Ain Sebaa,984810.0,Casablanca,90.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Villa ain diab vue sur mer 4 suites,8000000.0,Casablanca,400.0,10.0,4.0,6.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Rare appart moderne etage eleve terrasse racine,2900000.0,Casablanca,160.0,8.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,"Bel Appartement avec VUE SUR JARDIN, 127 m² titrés",1950000.0,Casablanca,106.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Somptueuse maison à vendre à Ain Diab. Superficie 1800 m². Système de parabole et résidence sécurisée,12808345.0,Casablanca,1800.0,8.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Mers Sultan ,"Vente d'un bel appartement à Mers Sultan. Superficie 107 m². Porte blindée, sécurité",1995968.0,Casablanca,107.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Beauséjour ,Vente d'un bel appartement à Beauséjour. 4 pièces confortables. Antenne parabolique et Porte blindée,1995968.0,Casablanca,107.0,4.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Superbe appartement à vendre à Maârif. 3 chambres. Cheminée et service de conciergerie,1995968.0,Casablanca,99.0,5.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement en vente à Les princesses. 3 chambres agréables. Garage et terrasse,1995968.0,Casablanca,164.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Superbe appartement à vendre à Les princesses. Surface de 153 m². Service de concierge et climatisation,1995968.0,Casablanca,153.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Bel appartement à vendre à Les princesses. 5 pièces confortables. Cheminée et climatisation,1995968.0,Casablanca,140.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Vente d'un bel appartement à Casablanca. 2 belles chambres. Garage et terrasse a la girande,920000.0,Casablanca,78.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Burger ,Vente d'un bel appartement à Burger. Superficie 78 m². Salon Marocain et antenne parabolique,14000.0,Casablanca,78.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Vente d'un bel appartement à Casablanca. Surface totale 240 m². Salon traditionnel et porte blindée,2900000.0,Casablanca,240.0,5.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,Appartement en Vente à résidence Riad RAHA,339000.0,Casablanca,50.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Villas,Anfa ,Maison de haut standing à vendre à Casablanca. Surface de 1058 m². Jardin et garage,20000000.0,Casablanca,1058.0,5.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Racine Extension ,Vends immeubleSuperficie 232 m²,16000000.0,Casablanca,232.0,,,,,[],Non Specifique,Non Specifique
Appartements,Anassi ,"Appartement de 95m², RÉSIDENCE AL BADR - ANASSI",790000.0,Casablanca,95.0,4.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Anassi ,"Appartement de 79m², RÉSIDENCE AL BADR - ANASSI",660000.0,Casablanca,79.0,4.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Hay Moulay Rachid 1 ,Appartement de 73m² en vente Résidence la Forêt,550000.0,Casablanca,73.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Superbe appartement à vendre à Triangle d'Or. 2 pièces confortables. Double vitrage et chauffage central,2900000.0,Casablanca,125.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de haut standing à vendre à Casablanca. 5 chambres. Antenne parabolique et sécurité,7300000.0,Casablanca,490.0,3.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Vend appartement à Casablanca. 5 pièces confortables. Garage et terrasse,1700000.0,Casablanca,222.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Anfa ,"Très bel appartement Anfa Park, CFC",1480000.0,Casablanca,82.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Centre Ville ,Charmant appartement Centre ville Casablanca,2900000.0,Casablanca,210.0,4.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Anfa ,Vente Appartement Casablanca Anfa,2950000.0,Casablanca,150.0,4.0,3.0,3.0,4.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Charmant appartement 225 m2 Triangle d’or Racine,1995968.0,Casablanca,225.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Duplex Exceptionnel 280 m2 Racine Triangle d’or,1995968.0,Casablanca,220.0,5.0,4.0,3.0,5.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement 130 m² 3 facades en vente a socrate,1350000.0,Casablanca,130.0,4.0,3.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,"Appartement remis à neuf à AlAzhar, oulfa à vendre",340000.0,Casablanca,47.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Bernoussi ,"Appartement à Bernoussi, tarik el khair 60m2 rdc",500000.0,Casablanca,60.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement à vendre,1800000.0,Casablanca,149.0,3.0,3.0,2.0,7.0,[],Non Specifique,Non Specifique
Appartements,Salmia 2 ,Superbe appartement à vendre à Salmia 2.1 Pièce. Système de parabole et salon marocain,510000.0,Casablanca,78.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,Vente d'un bel appartement à Casablanca Finance City. 2 chambres. Concierge et piscine,2000.0,Casablanca,104.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ain Borja ,Appartement en vente à Ain Borja. Surface totale 105 m². Conciergerie à disposition.,130000.0,Casablanca,105.0,3.0,1.0,2.0,6.0,[],Non Specifique,Non Specifique
Appartements,Ain Borja ,Vente d'un bel appartement à Ain Borja. 3 grandes pièces. Salon traditionnel.,130000.0,Casablanca,105.0,3.0,1.0,2.0,6.0,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,Appartement De Luxe Avec terrasse Sur Ain diab,4200000.0,Casablanca,230.0,6.0,4.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Luxueux Appartement au coeur de Maarif,1780000.0,Casablanca,114.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,❗️Magnifique duplex de 77 m2 Dernier Etage Terrasse❗️,1400000.0,Casablanca,77.0,2.0,1.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Sublime Studio Ultra Moderne,1050000.0,Casablanca,55.0,2.0,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Opportunité Appartement Moderne Double Facade,1490000.0,Casablanca,91.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Anassi ,"Vend appartement à Anassi. 2 belles chambres. Salon traditionnel, antenne parabolique générale.",440000.0,Casablanca,65.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Appartement haut standing ensoleillé 162m2 à Val fleuri,2500000.0,Casablanca,162.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa à vendre au CIL,9500000.0,Casablanca,480.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Itissal ,Appartement 120m2 1er etg sur Av Reda Guedira,1050000.0,Casablanca,120.0,5.0,4.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 81m² 2 chambres salon à Jnane Californie,1050000.0,Casablanca,81.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 1015 m2 à Californie BONNE AFFAIRE,7500000.0,Casablanca,1015.0,10.0,3.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,♥️Luxueux studio dernier etage avec terrasse♥️,1140000.0,Casablanca,63.0,2.0,1.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Coquet appartement à vendre Bourgoune,1350000.0,Casablanca,92.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Villas,Anfa ,Magnifique villa à vendre à Casablanca. 7 pièces confortables. Belle terrasse,14000000.0,Casablanca,1068.0,7.0,6.0,3.0,,[],Non Specifique,Non Specifique
Villas,Laymoune ,villa a vendre laymoun sup 700 m 5 ch,8800000.0,Casablanca,700.0,5.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Nassim 1 ,villa nassim sup 345 bout de bande 3 facade,4650000.0,Casablanca,345.0,1.0,4.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Hay Zobir ,Appartement 3chambres 3salons 1terrasse Casa Oulfa,1250000.0,Casablanca,125.0,6.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Appartement à vendre à Triangle d'Or. Surface de 200 m²,3200000.0,Casablanca,200.0,4.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Appartements,Anfa ,Appartement en vente à Anfa. Superficie 146 m². Ascenseur et places de parking,2650000.0,Casablanca,146.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Hay Alamal ,Appartement en vente Casablanca Bd. Mohammed VI,670000.0,Casablanca,60.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement neuf,1020000.0,Casablanca,91.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement à vendre à Casablanca Finance City. 3 pièces confortables. Porte blindée, antenne parabolique",2090000.0,Casablanca,99.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Villas,Sidi Maarouf ,Superbe opportunitee,5300000.0,Casablanca,375.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Bel Appart RENOVE sans vis à vis-116m2-Palmier,1650000.0,Casablanca,116.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Moulay Youssef ,Av appt terrasse vue mer moulay youssef casablanca,2200000.0,Casablanca,104.0,5.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Derb Chorfa ,Appartement au Centre de Casablanca,270000.0,Casablanca,32.0,2.0,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 123m² en vente, Le Prestige Californie",1694450.0,Casablanca,123.0,4.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 179m² en vente, Le Prestige Californie",2506000.0,Casablanca,179.0,4.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 139m² en vente, Le Prestige Californie",1930430.0,Casablanca,139.0,3.0,2.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 180m² en vente, Le Prestige Californie",2479680.0,Casablanca,180.0,4.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 179m² en vente, Le Prestige Californie",2465900.0,Casablanca,179.0,4.0,3.0,3.0,4.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,EXCEPTIONNEL. Sublime Appartement PREMIUM,4850000.0,Casablanca,225.0,4.0,4.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Derb Ghalef ,Studio haut standing a vendre,850000.0,Casablanca,56.0,2.0,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Villas,Ain Diab Extension ,Villa très récente haut standing 1180 m2 à Ain diab,16500000.0,Casablanca,1180.0,10.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa Commerciale 2390 m2 Californie,12808345.0,Casablanca,2390.0,11.0,9.0,,,[],Non Specifique,Non Specifique
Appartements,Derb Loubila ,A vendre appt 74m2 2ch Bourgogne vue sur mer,990000.0,Casablanca,74.0,3.0,2.0,1.0,6.0,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de maitre 1000m² a vendre californie,16000000.0,Casablanca,1000.0,8.0,5.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Anassi ,Vente d'un bel appartement à alliance Anassi cas,340000.0,Casablanca,56.0,5.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement Total 130 m2 a socrate maarif,1370000.0,Casablanca,130.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Sidi Moumen ,Appartement à vendre à Sidi Moumen. 2 chambres agréables. Concierge.,610000.0,Casablanca,60.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Hay Almassira 2 ,Joli appartement a vendre,500000.0,Casablanca,66.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement à l'achat à Quartiers princesses. Surface totale 157 m². Cheminée et climatisation,1750000.0,Casablanca,157.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Duplex haut standing NEUF,1386000.0,Casablanca,99.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Hermitage ,Studio de 46m² en vente Résidence Studio 31,973500.0,Casablanca,46.0,2.0,1.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement de 79m² en vente Résidence New City,829500.0,Casablanca,79.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Dernier etage duplex et terasses,3500000.0,Casablanca,196.0,,4.0,3.0,,[],Non Specifique,Non Specifique
